id	category	user_question	search_round_questions	standard_answer	expected_paths	required_quote	allowed_search_terms	expected_match_ids	max_expansions	stop_condition	review_status	reviewer
Q045	late-file	Registers 文档后部是否包含“WKUP_CAUSE”这一部分？	"[""Registers 文档后部是否包含“WKUP_CAUSE”这一部分？""]"	是，文档后部包含“WKUP_CAUSE”部分。	hw/top_earlgrey/ip_autogen/pinmux/doc/registers.md	WKUP_CAUSE	WKUP_CAUSE;registers	O026	2	找到文档后部对应标题即可停止	SOURCE_VERIFIED	Codex/source-check
Q046	multi-document	要同时了解原子操作设计与多级缓存一致性，应该查看哪两份材料？	"[""请查找与“atomic_memory_operations”直接相关的资料和原文依据。"",""请查找与“multicache_amo_coherence”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/atomic_memory_operations.md 和 docs/designs/multicache_amo_coherence.md。	docs/designs/atomic_memory_operations.md | docs/designs/multicache_amo_coherence.md	Atomic Memory Operations (RVA) — Design || Multi-Cache AMO Coherence — Design	atomic_memory_operations | multicache_amo_coherence	V007,V022	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q047	multi-document	要同时了解缓存刷新架构与对应 RTL 模块，应该查看哪两份材料？	"[""请查找与“cache_flush_architecture”直接相关的资料和原文依据。"",""请查找与“VX_cache_flush”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/cache_flush_architecture.md 和 hw/rtl/cache/VX_cache_flush.sv。	docs/designs/cache_flush_architecture.md | hw/rtl/cache/VX_cache_flush.sv	Vortex Cache Flush Architecture || module VX_cache_flush import VX_gpu_pkg::*; #(	cache_flush_architecture | VX_cache_flush	V008,V034	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q048	multi-document	要同时了解缓存子系统说明与缓存 RTL，应该查看哪两份材料？	"[""请查找与“cache_subsystem”直接相关的资料和原文依据。"",""请查找与“VX_cache”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/cache_subsystem.md 和 hw/rtl/cache/VX_cache.sv。	docs/designs/cache_subsystem.md | hw/rtl/cache/VX_cache.sv	Vortex Cache Subsystem || module VX_cache import VX_gpu_pkg::*; #(	cache_subsystem | VX_cache	V009,V032	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q049	multi-document	要同时了解命令处理器与运行时 API，应该查看哪两份材料？	"[""请查找与“command_processor”直接相关的资料和原文依据。"",""请查找与“vortex_runtime_api”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/command_processor.md 和 docs/designs/vortex_runtime_api.md。	docs/designs/command_processor.md | docs/designs/vortex_runtime_api.md	Command Processor (CP) — Design || Vortex Runtime API (`vortex2.h`) — Design	command_processor | vortex_runtime_api	V010,V025	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q050	multi-document	要同时了解CTA 分派设计与 CTA dispatcher RTL，应该查看哪两份材料？	"[""请查找与“cta_clustering_and_dispatch”直接相关的资料和原文依据。"",""请查找与“VX_cta_dispatch”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/cta_clustering_and_dispatch.md 和 hw/rtl/core/VX_cta_dispatch.sv。	docs/designs/cta_clustering_and_dispatch.md | hw/rtl/core/VX_cta_dispatch.sv	CTA Clustering and Dispatch — Design || module VX_cta_dispatch import VX_gpu_pkg::*; #(	cta_clustering_and_dispatch | VX_cta_dispatch	V012,V040	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q051	multi-document	要同时了解浮点/计算设计与 ALU 单元 RTL，应该查看哪两份材料？	"[""请查找与“floating_point_unit”直接相关的资料和原文依据。"",""请查找与“VX_alu_unit”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/floating_point_unit.md 和 hw/rtl/core/VX_alu_unit.sv。	docs/designs/floating_point_unit.md | hw/rtl/core/VX_alu_unit.sv	Vortex FPU Design (RTL) || module VX_alu_unit import VX_gpu_pkg::*; #(	floating_point_unit | VX_alu_unit	V015,V035	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q052	multi-document	要同时了解图形硬件栈与图形软件栈，应该查看哪两份材料？	"[""请查找与“graphics_hardware_stack”直接相关的资料和原文依据。"",""请查找与“graphics_software_stack”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/graphics_hardware_stack.md 和 docs/designs/graphics_software_stack.md。	docs/designs/graphics_hardware_stack.md | docs/designs/graphics_software_stack.md	Graphics Hardware Stack (RASTER / TEX / OM) — Design || Vortex Graphics Software Stack — Design	graphics_hardware_stack | graphics_software_stack	V016,V017	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q053	multi-document	要同时了解kernel 入口与异步运行时 API，应该查看哪两份材料？	"[""请查找与“kernel_entry_and_dispatch”直接相关的资料和原文依据。"",""请查找与“vortex_runtime_api”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/kernel_entry_and_dispatch.md 和 docs/designs/vortex_runtime_api.md。	docs/designs/kernel_entry_and_dispatch.md | docs/designs/vortex_runtime_api.md	Kernel Entry & Multi-Entry `.vxbin` — Design || Vortex Runtime API (`vortex2.h`) — Design	kernel_entry_and_dispatch | vortex_runtime_api	V018,V025	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q054	multi-document	要同时了解LSU 设计与 LSU 单元 RTL，应该查看哪两份材料？	"[""请查找与“lsu_pipeline_design”直接相关的资料和原文依据。"",""请查找与“VX_lsu_unit”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/lsu_pipeline_design.md 和 hw/rtl/core/VX_lsu_unit.sv。	docs/designs/lsu_pipeline_design.md | hw/rtl/core/VX_lsu_unit.sv	Vortex LSU Design (RTL) || module VX_lsu_unit import VX_gpu_pkg::*; #(	lsu_pipeline_design | VX_lsu_unit	V019,V044	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q055	multi-document	要同时了解Vortex trap 基础与 OpenTitan PLIC 中断机制，应该查看哪两份材料？	"[""请查找与“trap_and_exception_foundation”直接相关的资料和原文依据。"",""请查找与“theory_of_operation”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/trap_and_exception_foundation.md 和 hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md。	docs/designs/trap_and_exception_foundation.md | hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md	Trap / Exception Foundation (Preemption Groundwork) — Design || Theory of Operation	trap_and_exception_foundation | theory_of_operation	V023,O020	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q056	multi-document	要同时了解虚拟内存设计与运行时 VM 实现，应该查看哪两份材料？	"[""请查找与“virtual_memory_subsystem”直接相关的资料和原文依据。"",""请查找与“vm”直接相关的资料和原文依据。""]"	应同时查看 docs/designs/virtual_memory_subsystem.md 和 sw/runtime/common/vm.cpp。	docs/designs/virtual_memory_subsystem.md | sw/runtime/common/vm.cpp	Virtual Memory (MMU / TLB / PTW) — Design || vm.cpp	virtual_memory_subsystem | vm	V024,V051	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q057	multi-document	要同时了解时钟管理检查项与工作原理，应该查看哪两份材料？	"[""请查找与“checklist”直接相关的资料和原文依据。"",""请查找与“theory_of_operation”直接相关的资料和原文依据。""]"	应同时查看 hw/top_earlgrey/ip_autogen/clkmgr/doc/checklist.md 和 hw/top_earlgrey/ip_autogen/clkmgr/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/checklist.md | hw/top_earlgrey/ip_autogen/clkmgr/doc/theory_of_operation.md	CLKMGR Checklist || Theory of Operation	checklist | theory_of_operation	O008,O012	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q058	multi-document	要同时了解复位管理检查项与工作原理，应该查看哪两份材料？	"[""请查找与“checklist”直接相关的资料和原文依据。"",""请查找与“theory_of_operation”直接相关的资料和原文依据。""]"	应同时查看 hw/top_earlgrey/ip_autogen/rstmgr/doc/checklist.md 和 hw/top_earlgrey/ip_autogen/rstmgr/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/checklist.md | hw/top_earlgrey/ip_autogen/rstmgr/doc/theory_of_operation.md	RSTMGR Checklist || Theory of Operation	checklist | theory_of_operation	O013,O017	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q059	multi-document	要同时了解PLIC 检查项与工作原理，应该查看哪两份材料？	"[""请查找与“checklist”直接相关的资料和原文依据。"",""请查找与“theory_of_operation”直接相关的资料和原文依据。""]"	应同时查看 hw/top_earlgrey/ip_autogen/rv_plic/doc/checklist.md 和 hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/rv_plic/doc/checklist.md | hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md	RV_PLIC Checklist || Theory of Operation	checklist | theory_of_operation	O018,O020	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q060	multi-document	要同时了解ASIC 与 CW340 两套 Pinout，应该查看哪两份材料？	"[""请查找与“pinout_asic”直接相关的资料和原文依据。"",""请查找与“pinout_cw340”直接相关的资料和原文依据。""]"	应同时查看 hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_asic.md 和 hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_cw340.md。	hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_asic.md | hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_cw340.md	"""ASIC"" Target : Pinout and Pinmux Connectivity || ""CW340"" Target : Pinout and Pinmux Connectivity"	pinout_asic | pinout_cw340	O023,O024	2	两个来源均已定位即可停止	SOURCE_VERIFIED	Codex/source-check
Q061	similar-distractor	CLKMGR 的设计与验证检查清单在哪里？	"[""CLKMGR 的设计与验证检查清单在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/clkmgr/doc/checklist.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/checklist.md	CLKMGR Checklist	CLKMGR;checklist	O008	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q062	similar-distractor	CLKMGR 的硬件接口文档是哪一份？	"[""CLKMGR 的硬件接口文档是哪一份？""]"	目标文件是 hw/top_earlgrey/ip_autogen/clkmgr/doc/interfaces.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/interfaces.md	Hardware Interfaces	CLKMGR;interfaces	O009	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q063	similar-distractor	CLKMGR 的软件使用指南在哪里？	"[""CLKMGR 的软件使用指南在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/clkmgr/doc/programmers_guide.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/programmers_guide.md	Programmer's Guide	CLKMGR;Programmer Guide	O010	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q064	similar-distractor	CLKMGR 的寄存器定义在哪里？	"[""CLKMGR 的寄存器定义在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/clkmgr/doc/registers.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/registers.md	Registers	CLKMGR;registers	O011	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q065	similar-distractor	CLKMGR 的工作原理在哪里说明？	"[""CLKMGR 的工作原理在哪里说明？""]"	目标文件是 hw/top_earlgrey/ip_autogen/clkmgr/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/clkmgr/doc/theory_of_operation.md	Theory of Operation	CLKMGR;Theory of Operation	O012	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q066	similar-distractor	RSTMGR 的设计与验证检查清单在哪里？	"[""RSTMGR 的设计与验证检查清单在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rstmgr/doc/checklist.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/checklist.md	RSTMGR Checklist	RSTMGR;checklist	O013	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q067	similar-distractor	RSTMGR 的硬件接口文档是哪一份？	"[""RSTMGR 的硬件接口文档是哪一份？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rstmgr/doc/interfaces.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/interfaces.md	Hardware Interfaces	RSTMGR;interfaces	O014	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q068	similar-distractor	RSTMGR 的软件使用指南在哪里？	"[""RSTMGR 的软件使用指南在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rstmgr/doc/programmers_guide.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/programmers_guide.md	Programmer's Guide	RSTMGR;Programmer Guide	O015	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q069	similar-distractor	RSTMGR 的寄存器定义在哪里？	"[""RSTMGR 的寄存器定义在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rstmgr/doc/registers.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/registers.md	Registers	RSTMGR;registers	O016	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q070	similar-distractor	RSTMGR 的复位拓扑和工作原理在哪里？	"[""RSTMGR 的复位拓扑和工作原理在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rstmgr/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/rstmgr/doc/theory_of_operation.md	Theory of Operation	RSTMGR;Reset Topology	O017	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q071	similar-distractor	RV_PLIC 的设计与验证检查清单在哪里？	"[""RV_PLIC 的设计与验证检查清单在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rv_plic/doc/checklist.md。	hw/top_earlgrey/ip_autogen/rv_plic/doc/checklist.md	RV_PLIC Checklist	RV_PLIC;checklist	O018	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q072	similar-distractor	RV_PLIC 的初始化和中断处理指南在哪里？	"[""RV_PLIC 的初始化和中断处理指南在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rv_plic/doc/programmers_guide.md。	hw/top_earlgrey/ip_autogen/rv_plic/doc/programmers_guide.md	Programmer's Guide	RV_PLIC;Initialization	O019	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q073	similar-distractor	RV_PLIC 的优先级、claim 和 completion 机制在哪里？	"[""RV_PLIC 的优先级、claim 和 completion 机制在哪里？""]"	目标文件是 hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md。	hw/top_earlgrey/ip_autogen/rv_plic/doc/theory_of_operation.md	Theory of Operation	RV_PLIC;Interrupt Claims	O020	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q074	similar-distractor	OpenTitan ASIC 目标的 Pinout 在哪份文件？	"[""OpenTitan ASIC 目标的 Pinout 在哪份文件？""]"	目标文件是 hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_asic.md。	hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_asic.md	"""ASIC"" Target : Pinout and Pinmux Connectivity"	ASIC;Pinout	O023	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q075	similar-distractor	OpenTitan CW340 目标的 Pinout 在哪份文件？	"[""OpenTitan CW340 目标的 Pinout 在哪份文件？""]"	目标文件是 hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_cw340.md。	hw/top_earlgrey/ip_autogen/pinmux/doc/pinout_cw340.md	"""CW340"" Target : Pinout and Pinmux Connectivity"	CW340;Pinout	O024	1	从相似文件中定位唯一目标Path即可停止	SOURCE_VERIFIED	Codex/source-check
Q076	no-answer	知识库中是否说明了 HBM3E PHY 的训练流程？	"[""知识库中是否说明了 HBM3E PHY 的训练流程？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	HBM3E		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q077	no-answer	知识库中是否包含 PCIe 6.0 控制器的 LTSSM 设计？	"[""知识库中是否包含 PCIe 6.0 控制器的 LTSSM 设计？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	PCIe 6.0		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q078	no-answer	知识库中是否描述了 CXL 3.0 一致性协议？	"[""知识库中是否描述了 CXL 3.0 一致性协议？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	CXL 3.0		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q079	no-answer	知识库中是否有 UCIe die-to-die 适配器设计？	"[""知识库中是否有 UCIe die-to-die 适配器设计？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	UCIe		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q080	no-answer	知识库中是否说明了 NVLink 链路训练？	"[""知识库中是否说明了 NVLink 链路训练？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	NVLink		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q081	no-answer	知识库中是否包含 DisplayPort 控制器规范？	"[""知识库中是否包含 DisplayPort 控制器规范？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	DisplayPort		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q082	no-answer	知识库中是否包含 HDMI 2.1 PHY 设计？	"[""知识库中是否包含 HDMI 2.1 PHY 设计？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	HDMI 2.1		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q083	no-answer	知识库中是否说明 DDR5 memory training？	"[""知识库中是否说明 DDR5 memory training？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	DDR5		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q084	no-answer	知识库中是否包含 USB4 router 设计？	"[""知识库中是否包含 USB4 router 设计？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	USB4		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q085	no-answer	知识库中是否包含 Ethernet MAC 的 PTP 时间戳实现？	"[""知识库中是否包含 Ethernet MAC 的 PTP 时间戳实现？""]"	当前评测知识库中没有可支持该问题的证据。		NONE	PTP timestamp		1	确认所有候选均无有效证据后停止并明确无答案	SOURCE_VERIFIED	Codex/source-check
Q086	multiple-expansions	请确认 Building the Vortex Toolchain from Source 文档既介绍主题本身，也覆盖后部的“Packaging and installing prebuilt bundles”部分。	"[""请查找与“Building the Vortex Toolchain from Source”直接相关的资料和原文依据。"",""请查找与“Packaging and installing prebuilt bundles”直接相关的资料和原文依据。""]"	该文档标题为“Building the Vortex Toolchain from Source”，后部还包含“Packaging and installing prebuilt bundles”部分。	docs/building_toolchain.md	Building the Vortex Toolchain from Source || Packaging and installing prebuilt bundles	Building the Vortex Toolchain from Source | Packaging and installing prebuilt bundles	V003	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q087	multiple-expansions	请确认 Debugging Vortex GPU 文档既介绍主题本身，也覆盖后部的“SAIF trace for power analysis”部分。	"[""请查找与“Debugging Vortex GPU”直接相关的资料和原文依据。"",""请查找与“SAIF trace for power analysis”直接相关的资料和原文依据。""]"	该文档标题为“Debugging Vortex GPU”，后部还包含“SAIF trace for power analysis”部分。	docs/debugging.md	Debugging Vortex GPU || SAIF trace for power analysis	Debugging Vortex GPU | SAIF trace for power analysis	V006	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q088	multiple-expansions	请确认 Atomic Memory Operations (RVA) — Design 文档既介绍主题本身，也覆盖后部的“7. Source proposals”部分。	"[""请查找与“Atomic Memory Operations (RVA) — Design”直接相关的资料和原文依据。"",""请查找与“7. Source proposals”直接相关的资料和原文依据。""]"	该文档标题为“Atomic Memory Operations (RVA) — Design”，后部还包含“7. Source proposals”部分。	docs/designs/atomic_memory_operations.md	Atomic Memory Operations (RVA) — Design || 7. Source proposals	Atomic Memory Operations (RVA) — Design | 7. Source proposals	V007	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q089	multiple-expansions	请确认 Vortex Cache Flush Architecture 文档既介绍主题本身，也覆盖后部的“5. Relationship to line-granular invalidation”部分。	"[""请查找与“Vortex Cache Flush Architecture”直接相关的资料和原文依据。"",""请查找与“5. Relationship to line-granular invalidation”直接相关的资料和原文依据。""]"	该文档标题为“Vortex Cache Flush Architecture”，后部还包含“5. Relationship to line-granular invalidation”部分。	docs/designs/cache_flush_architecture.md	Vortex Cache Flush Architecture || 5. Relationship to line-granular invalidation	Vortex Cache Flush Architecture | 5. Relationship to line-granular invalidation	V008	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q090	multiple-expansions	请确认 Vortex Cache Subsystem 文档既介绍主题本身，也覆盖后部的“Configuration parameters”部分。	"[""请查找与“Vortex Cache Subsystem”直接相关的资料和原文依据。"",""请查找与“Configuration parameters”直接相关的资料和原文依据。""]"	该文档标题为“Vortex Cache Subsystem”，后部还包含“Configuration parameters”部分。	docs/designs/cache_subsystem.md	Vortex Cache Subsystem || Configuration parameters	Vortex Cache Subsystem | Configuration parameters	V009	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q091	multiple-expansions	请确认 Command Processor (CP) — Design 文档既介绍主题本身，也覆盖后部的“11. Source proposals”部分。	"[""请查找与“Command Processor (CP) — Design”直接相关的资料和原文依据。"",""请查找与“11. Source proposals”直接相关的资料和原文依据。""]"	该文档标题为“Command Processor (CP) — Design”，后部还包含“11. Source proposals”部分。	docs/designs/command_processor.md	Command Processor (CP) — Design || 11. Source proposals	Command Processor (CP) — Design | 11. Source proposals	V010	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q092	multiple-expansions	请确认 RVC (Compressed Instructions) — Design 文档既介绍主题本身，也覆盖后部的“6. Source proposal”部分。	"[""请查找与“RVC (Compressed Instructions) — Design”直接相关的资料和原文依据。"",""请查找与“6. Source proposal”直接相关的资料和原文依据。""]"	该文档标题为“RVC (Compressed Instructions) — Design”，后部还包含“6. Source proposal”部分。	docs/designs/compressed_instruction_support.md	RVC (Compressed Instructions) — Design || 6. Source proposal	RVC (Compressed Instructions) — Design | 6. Source proposal	V011	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q093	multiple-expansions	请确认 CTA Clustering and Dispatch — Design 文档既介绍主题本身，也覆盖后部的“7. Source proposals”部分。	"[""请查找与“CTA Clustering and Dispatch — Design”直接相关的资料和原文依据。"",""请查找与“7. Source proposals”直接相关的资料和原文依据。""]"	该文档标题为“CTA Clustering and Dispatch — Design”，后部还包含“7. Source proposals”部分。	docs/designs/cta_clustering_and_dispatch.md	CTA Clustering and Dispatch — Design || 7. Source proposals	CTA Clustering and Dispatch — Design | 7. Source proposals	V012	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q094	multiple-expansions	请确认 Implementing a Custom Accelerator ISA Extension in Vortex — Design Guide 文档既介绍主题本身，也覆盖后部的“9. Decision checklist”部分。	"[""请查找与“Implementing a Custom Accelerator ISA Extension in Vortex — Design Guide”直接相关的资料和原文依据。"",""请查找与“9. Decision checklist”直接相关的资料和原文依据。""]"	该文档标题为“Implementing a Custom Accelerator ISA Extension in Vortex — Design Guide”，后部还包含“9. Decision checklist”部分。	docs/designs/custom_accelerator_isa_extensions.md	Implementing a Custom Accelerator ISA Extension in Vortex — Design Guide || 9. Decision checklist	Implementing a Custom Accelerator ISA Extension in Vortex — Design Guide | 9. Decision checklist	V013	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q095	multiple-expansions	请确认 DXA — Direct eXecution Accelerator (Async Copy + Multicast) — Design 文档既介绍主题本身，也覆盖后部的“8. Source proposals”部分。	"[""请查找与“DXA — Direct eXecution Accelerator (Async Copy + Multicast) — Design”直接相关的资料和原文依据。"",""请查找与“8. Source proposals”直接相关的资料和原文依据。""]"	该文档标题为“DXA — Direct eXecution Accelerator (Async Copy + Multicast) — Design”，后部还包含“8. Source proposals”部分。	docs/designs/dxa_async_copy_multicast.md	DXA — Direct eXecution Accelerator (Async Copy + Multicast) — Design || 8. Source proposals	DXA — Direct eXecution Accelerator (Async Copy + Multicast) — Design | 8. Source proposals	V014	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q096	multiple-expansions	请确认 Vortex FPU Design (RTL) 文档既介绍主题本身，也覆盖后部的“8. Verification & status”部分。	"[""请查找与“Vortex FPU Design (RTL)”直接相关的资料和原文依据。"",""请查找与“8. Verification & status”直接相关的资料和原文依据。""]"	该文档标题为“Vortex FPU Design (RTL)”，后部还包含“8. Verification & status”部分。	docs/designs/floating_point_unit.md	Vortex FPU Design (RTL) || 8. Verification & status	Vortex FPU Design (RTL) | 8. Verification & status	V015	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q097	multiple-expansions	请确认 Graphics Hardware Stack (RASTER / TEX / OM) — Design 文档既介绍主题本身，也覆盖后部的“9. Relationship to the true-GPU plan”部分。	"[""请查找与“Graphics Hardware Stack (RASTER / TEX / OM) — Design”直接相关的资料和原文依据。"",""请查找与“9. Relationship to the true-GPU plan”直接相关的资料和原文依据。""]"	该文档标题为“Graphics Hardware Stack (RASTER / TEX / OM) — Design”，后部还包含“9. Relationship to the true-GPU plan”部分。	docs/designs/graphics_hardware_stack.md	Graphics Hardware Stack (RASTER / TEX / OM) — Design || 9. Relationship to the true-GPU plan	Graphics Hardware Stack (RASTER / TEX / OM) — Design | 9. Relationship to the true-GPU plan	V016	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q098	multiple-expansions	请确认 Vortex Graphics Software Stack — Design 文档既介绍主题本身，也覆盖后部的“5. Single source of truth”部分。	"[""请查找与“Vortex Graphics Software Stack — Design”直接相关的资料和原文依据。"",""请查找与“5. Single source of truth”直接相关的资料和原文依据。""]"	该文档标题为“Vortex Graphics Software Stack — Design”，后部还包含“5. Single source of truth”部分。	docs/designs/graphics_software_stack.md	Vortex Graphics Software Stack — Design || 5. Single source of truth	Vortex Graphics Software Stack — Design | 5. Single source of truth	V017	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
Q099	multiple-expansions	请确认 Vortex LSU Design (RTL) 文档既介绍主题本身，也覆盖后部的“7. Notes on design vs implementation”部分。	"[""请查找与“Vortex LSU Design (RTL)”直接相关的资料和原文依据。"",""请查找与“7. Notes on design vs implementation”直接相关的资料和原文依据。""]"	该文档标题为“Vortex LSU Design (RTL)”，后部还包含“7. Notes on design vs implementation”部分。	docs/designs/lsu_pipeline_design.md	Vortex LSU Design (RTL) || 7. Notes on design vs implementation	Vortex LSU Design (RTL) | 7. Notes on design vs implementation	V019	2	标题和后部章节两处证据均已取得即可停止	SOURCE_VERIFIED	Codex/source-check
